year,alumno_dni,sede_id,grado_id,secretario_dni
1978,12322889,19,1,40193383
1984,65869194,13,0,30903956
2020,42837017,3,3,42791240
1982,57510999,0,1,14141066
2021,33892850,15,10,58752944
2005,34202698,13,7,57490343
2016,60578421,1,4,95914360
1998,34202698,5,5,42791240
2017,56919022,3,1,48431358
2009,15045612,6,8,83772726
1995,31738123,16,10,32544267
1961,28282171,13,9,20761150
1992,74543198,17,8,17607423
1975,74063827,7,6,78548630
2018,85280880,9,2,71567046
1960,10544986,9,7,21220643
1972,68831895,2,7,33379456
1979,16686713,16,5,78150502
1997,12665433,4,8,62093547
1985,77433809,6,1,63635195
2018,82551634,9,9,94698419
2009,72307195,2,10,78310349
1968,11103778,2,8,17607423
1989,34450805,17,7,57490343
1981,28219005,10,6,97535169
2021,81371093,12,0,19373250
1994,63017273,18,6,37460711
1960,76053663,15,9,36201211
2006,45825930,11,10,78150502
1973,62094862,4,8,14265812
1970,41653747,13,9,53880888
1960,56572691,1,9,51162185
2016,89748215,4,4,81061735
1995,16503176,18,10,21220643
1989,53546146,0,10,89845053
1974,39434820,4,9,30451519
1972,97149117,6,1,48431358
1966,96325579,8,0,38717078
1984,87853425,6,10,45979790
1991,61275698,17,1,43165392
1971,68158081,11,1,69272203
1963,39615342,2,4,64636580
1982,59838076,10,3,97535169
1978,88866558,10,10,84630356
1975,15987117,12,0,53880888
2016,21022297,10,5,84175321
1984,82864060,0,10,42978476
2009,36506177,19,0,42791240
1982,11029969,7,9,64357240
2013,49362018,11,8,36201211
2002,48179774,16,8,17607423
1967,14232766,14,10,24875024
1967,38389017,14,4,37731882
2000,29267923,5,2,93120973
1980,45175739,0,5,84284834
1987,79718200,13,8,57490343
1980,47727552,2,4,30903956
1997,33518043,12,3,30903956
1977,71236908,17,8,26632976
1967,36528344,18,0,40333704
1998,54477453,9,6,57490343
1977,43016430,5,6,48431358
2008,46835119,6,4,36201211
1995,60821392,10,10,19373250
2022,17398128,5,5,89845053
1987,51713563,2,6,22710362
1968,83522849,10,7,68124756
1967,48807138,17,2,64884528
1973,30471679,16,7,64884528
1985,12322889,3,10,29558820
2001,39951300,11,0,84175321
2016,47608521,10,7,40193383
1972,62670236,4,8,97935480
1991,39827847,10,8,38726533
2016,68318955,10,10,46355755
1996,81807169,12,9,43123434
2024,60221899,17,3,24875024
1961,77267118,0,9,63635195
1989,10654208,3,3,20578278
2023,15223485,17,8,95541655
1965,44873687,8,5,83772726
2020,27227203,2,9,23080770
1998,44252734,2,9,84175321
1993,39551985,19,7,40333704
2008,65543754,5,3,26460618
2006,82442458,14,8,84175321
1975,40819061,1,8,95541655
1969,94374652,17,3,14080813
2005,51076835,18,10,96286728
2021,71651106,6,7,42978476
1971,47858284,6,3,83774465
1961,65320785,7,3,30451519
2012,99115439,2,1,93120973
1980,24823614,14,4,42791240
1996,58896872,13,5,62658017
2020,50625510,14,5,38882043
2009,89843564,13,7,48431358
1985,10819753,11,1,48431358
1978,16484949,2,1,46041781
2015,90772122,6,6,62093547
1978,85511619,0,6,55706970
1983,93029369,3,8,90620509
1969,64019596,15,1,16469400
1997,11836001,2,6,97535169
1969,35039272,0,2,64357240
1990,70756188,8,9,37460711
1997,80897842,3,7,57978856
2009,79079598,7,5,14561697
2010,76484382,3,1,55706970
1983,74754609,1,9,95678928
2010,46014632,9,2,68124756
2003,29405250,2,0,83772726
1969,97282663,7,9,86861214
1974,10779974,19,7,11839541
1964,22578715,3,8,21316535
1966,22626227,5,9,30903956
1992,43653477,18,5,62658017
2018,57510999,9,9,78548630
1992,84013732,14,9,96286728
1970,90485278,17,7,38726533
1960,78316422,10,5,30451519
2024,45482106,18,5,22710362
1962,24498131,3,10,90620509
1993,86437128,5,8,42978476
1983,57283012,9,0,31458754
2010,37128182,0,3,96285651
1975,64432575,12,10,95541655
1999,62059792,19,8,22710362
2005,67591383,6,9,37731882
2014,56194553,18,8,77257073
1982,79945246,9,6,84175321
1972,95109130,15,5,43123434
2008,77636759,16,2,83772726
1979,54037427,14,8,14265812
2014,44399573,19,10,69272203
2012,30962758,10,10,62093547
1989,24187852,8,5,15968194
2019,70161447,15,3,50181090
2021,81426337,18,0,21316535
1987,22339809,16,3,78548630
1991,66887291,10,0,43086842
1986,55124965,12,4,32544267
2021,66834113,1,1,37731882
2018,62482233,4,9,58752944
1976,46559119,0,1,90080123
1961,33259449,14,9,45979790
1984,23824685,10,1,95914360
1986,48027847,5,5,21546916
2007,52614028,9,3,81061735
2000,58061089,19,6,90080123
2002,74404936,6,2,21546916
1997,61970096,1,2,63635195
1977,98775984,11,1,43165392
1984,45827549,19,2,31815155
1973,39595606,0,2,54568875
2002,85139388,6,1,43702709
1977,47618582,4,2,69272203
2021,36829705,2,6,90620509
2018,90467289,3,3,84284834
1989,64999623,15,1,23080770
1972,37597919,18,10,94698419
1988,25570465,1,10,26632976
2008,64432575,9,3,40193383
1998,88693069,1,10,53880888
1983,81563286,1,5,11839541
1986,74447526,8,10,69272203
1990,57222849,1,8,57978856
1984,35680752,13,10,50300266
1964,43617457,2,5,17607423
2015,18157997,3,4,57447283
1987,47082112,0,10,94698419
1977,79718200,16,0,18900235
2016,20491483,19,8,43123434
2017,49731493,16,10,63918442
1989,52651078,7,3,30451519
1984,78306815,1,8,83774465
1984,93608142,16,5,62093547
2000,60589316,9,8,81061735
1986,94753175,19,7,43576406
2002,22073583,17,6,46041781
2007,60505477,7,6,90620509
1966,89116967,1,10,38882043
2013,48042658,7,10,83774465
2003,60341092,16,10,48431358
2001,71001075,19,0,79789984
1962,47858284,18,9,35116117
1989,69706258,2,0,21220643
1966,33528271,17,5,64636580
1993,90111195,7,10,37460711
1980,71355358,14,2,26632976
1998,95343682,18,10,46041781
2018,74342140,14,6,20761150
2019,10185663,4,7,16469400
2009,12396046,8,1,95678928
2002,39332341,8,8,50300266
2023,80094923,19,5,71567046
1980,89557070,3,5,97935480
1965,95962605,14,4,84284834
1969,61474326,8,2,97935480
1990,22339809,12,3,43123434
1960,17204909,5,0,51162185
1969,76484382,19,3,14265812
1962,94966477,13,5,11433412
1975,43564142,12,4,46041781
1962,36990723,2,10,50102807
2013,37439686,0,2,30451519
1992,17387747,16,10,96285651
1986,58168790,17,4,87942869
2005,29434770,3,1,21546916
2000,27382383,9,1,19003715
1973,33293254,13,7,48431358
1966,18347709,10,4,40333704
1962,53137330,18,0,84175321
1990,20578988,14,0,83680332
1961,38401604,14,6,88953878
2015,26035200,14,4,78150502
2013,77815823,14,5,84588243
1970,59252843,10,0,78548630
2002,16947094,12,9,43086842
2020,28601970,5,7,21546916
1960,34890580,4,8,77257073
2007,60090651,0,1,36170069
1987,50371294,11,0,89845053
1988,36504932,10,9,46041781
2024,53622565,0,1,43086842
2007,74675028,5,6,19373250
1978,55426866,4,1,24875024
2008,10429260,8,10,55706970
1969,57510999,18,0,87942869
2010,23005128,13,2,73302006
2017,75613891,10,5,95678928
2018,61187319,19,3,11433412
2023,98457398,2,3,50181090
2004,26533515,13,4,23080770
2016,93596562,0,3,90620509
1976,97661662,15,9,94698419
1996,29132326,2,1,71567046
2008,79949463,13,5,62658017
1986,84494700,1,9,48431358
1995,15284981,19,0,64636580
2009,65174881,6,10,11433412
1985,36020212,8,10,20578278
1986,34124582,17,9,22710362
2020,57294944,6,1,96285651
1966,77733067,8,4,64357240
1968,65204979,5,4,84588243
1969,67122496,15,6,21907808
2020,97858810,1,1,81061735
1989,38845549,19,0,42791240
2005,87035252,9,10,11433412
2021,72443974,4,5,93120973
1981,52326032,10,10,37460711
1982,67097972,7,9,95914360
2009,13892245,16,7,43086842
1970,75731233,7,2,77916151
1979,11738477,10,8,42791240
1984,79216274,11,9,77257073
1981,81563286,10,8,32544267
1985,66180672,18,6,83772726
1977,78647074,14,0,97535169
2012,83362117,4,5,58752944
2019,22543180,16,3,21907808
1991,36193227,12,2,92109614
2015,16236776,8,0,86861214
2004,91451541,12,3,52555496
1977,20698944,10,0,55706970
1985,63775312,4,0,84065326
1979,58951522,14,1,40333704
2014,57769025,7,6,94698419
1985,31380208,3,10,42978476
1994,25134421,6,9,17607423
2016,64009476,7,3,30451519
1985,88076539,0,8,31458754
2020,87249717,0,7,50300266
1980,84719449,10,0,14080813
1999,54597988,11,4,11839541
2024,29820644,15,8,46706772
1992,41020788,9,7,84588243
1979,19370656,8,7,43165392
2009,97878625,7,6,90620509
1981,31180451,11,10,84588243
2004,56530478,6,6,43165392
1995,89387979,2,9,97935480
2009,58327956,3,2,42791240
1968,23685119,14,8,84284834
2016,24789811,2,4,20761150
1972,65497393,14,9,11839541
1985,84179914,0,7,78310349
2006,22659875,0,4,95678928
2013,14102493,5,2,46355755
2019,69817440,2,2,50300266
1998,35397276,10,6,38726533
2004,43512921,14,0,20761150
1973,25705426,15,2,84065326
2013,93120524,13,4,63918442
1984,49880107,5,9,84065326
2020,97684674,7,3,78310349
2016,13720335,14,0,77615895
1993,57138152,5,10,95121059
1962,57471312,16,8,95121059
1979,80194084,14,7,53880888
1982,15109276,9,2,95541655
1985,88967510,0,1,84630356
1993,88552049,12,5,96285651
1967,20054607,4,3,83680332
2022,58011980,14,1,73162963
2024,84580200,10,0,42791240
2016,75364899,16,1,97535169
2007,54343949,1,5,80460594
2024,48614182,4,2,14080813
2011,94575250,16,1,83774465
1982,34919372,0,0,31458754
1983,54641491,2,7,94698419
1971,11031335,17,3,97535169
1978,24222387,13,2,40333704
2008,36147655,13,10,53880888
1966,93112758,6,7,97535169
1978,36020212,4,10,37731882
1979,21222337,7,7,54568875
2007,41382777,6,4,52555496
2018,36528344,8,6,95541655
1989,18379791,12,0,42791240
1983,62945097,0,2,88953878
2010,97149117,10,4,84630356
1994,68761133,2,3,11433412
1997,88967510,10,9,14561697
2006,70994908,15,6,20761150
1995,46993650,14,0,43702709
2021,80699835,0,1,58128734
1987,61752958,10,4,96286728
1988,17245141,8,1,64884528
1982,73963579,7,10,64884528
2017,18130997,5,1,51162185
1980,97148735,18,2,43086842
1980,69320474,11,6,43576406
1968,33541405,0,7,78548630
2015,99124118,0,1,95678928
2015,83166909,10,0,79789984
2014,81511551,19,6,16469400
2017,11750156,1,10,96285651
2001,14144404,4,4,77257073
1960,30802261,2,8,71567046
1993,97429913,17,6,19003715
1975,79651305,15,6,21907808
1970,88371649,18,10,21546916
2004,90594462,3,10,83772726
1979,26399955,2,4,80815046
2016,96834361,5,9,64636580
1999,51406573,1,5,14141066
2000,51452645,3,0,20578278
1997,87029172,8,6,83680332
1964,60980109,8,2,83774465
2000,12021205,13,2,21316535
1972,80454053,1,3,50102807
2014,96805634,4,7,87942869
2005,79313179,3,2,55706970
1995,40131709,17,7,14265812
1974,76795226,17,0,97935480
1997,53789126,14,1,73162963
2012,75832122,5,3,90620509
1982,61196629,0,7,31815155
1995,96943465,2,3,18900235
2010,22788025,4,2,37460711
1968,65911762,18,9,37731882
2020,83931340,3,2,73162963
2000,28282171,8,4,97535169
1979,50518856,9,6,20578278
1981,52180379,19,8,77615895
2007,45913738,6,7,58752944
1968,39151940,2,9,20578278
1987,80800733,13,0,30903956
1978,34909581,15,2,50181090
1982,96371828,10,8,53880888
1993,42083786,16,4,84284834
1998,42619057,5,9,14561697
1981,92876929,9,10,73302006
2018,71498464,5,9,24875024
1967,64431366,18,7,40333704
1961,52269457,3,0,33379456
1983,63362766,17,2,64319530
1989,29869965,16,6,83772726
2023,95962605,12,9,89845053
2021,98269935,4,1,51162185
1991,40819061,12,4,21546916
1982,15609353,8,4,53880888
1963,11908190,5,2,50102807
2024,24840190,9,9,42791240
1998,41136736,15,7,63635195
2011,53276480,9,9,53880888
1984,26502472,11,2,89845053
2000,98791735,14,7,86861214
1970,71770064,2,10,19003715
2019,28663321,13,8,37731882
1964,39350212,0,6,97535169
1997,10749582,13,10,36201211
2008,34577535,8,10,85683622
1995,54976998,12,4,92109614
2017,94066211,1,2,62658017
2020,24588179,15,8,78548630
1961,24265478,10,1,24875024
1966,92934987,5,10,73302006
1985,62567063,0,9,63918442
1984,12318285,18,6,63635195
1962,17806619,8,5,50300266
2015,12391748,12,1,80460594
1964,99315419,16,2,17607423
2014,40308626,13,1,63635195
2020,66105606,14,4,84175321
2022,55753890,11,4,14080813
1961,63879245,18,0,79789984
1983,10499845,19,3,77615895
1971,90772122,8,2,64884528
2000,32566785,15,3,95541655
1991,75223327,15,4,55706970
1988,33183828,0,0,36201211
1964,86607492,4,3,31458754
2020,47433054,8,5,84175321
1984,79718200,3,8,84065326
2001,89302068,6,7,46706772
1965,21481948,14,3,43702709
1976,60461314,2,3,31815155
1990,88043136,17,9,40333704
1975,36147655,14,9,62093547
1979,82972187,0,6,43165392
1985,66392366,0,5,83774465
1980,69553627,7,2,21546916
2023,92040236,1,8,64319530
1995,21663874,11,7,58128734
1989,21029377,0,6,83772726
1992,23175483,12,0,68124756
1984,84087815,16,5,73302006
1979,10618951,1,0,95914360
2019,70091618,15,2,14080813
1985,87948698,12,3,95541655
1993,28854341,12,1,11433412
1975,79980760,1,8,63723307
2005,92515966,8,9,37460711
1994,18491087,0,8,31458754
1995,81232116,2,1,84125240
1994,52712521,4,5,64357240
1999,22543180,14,2,30451519
1985,18160265,17,7,90620509
1990,80542214,7,9,53880888
2017,61196926,7,7,84175321
1998,75996511,0,2,64636580
1975,72925583,5,2,58752944
2019,50409293,0,4,17607423
2000,96309553,17,7,57490343
1990,17204909,18,7,86861214
1996,78693385,11,8,96285651
1976,12101112,0,9,79789984
1975,68153791,11,0,38717078
1962,71702619,19,2,15968194
1975,62982710,11,0,45979790
1973,95980910,5,6,50102807
2013,10749582,12,0,19373250
1966,39854699,0,7,43576406
1960,20327552,4,10,30903956
2006,86492890,16,10,86861214
1969,38542417,1,9,63918442
1984,61920905,6,6,95914360
2011,39158742,16,5,86861214
1984,31292966,3,8,30903956
1987,60046706,1,8,71567046
1979,42681508,4,6,81061735
1965,13759352,9,3,83774465
1976,51826861,16,7,14265812
2016,57999034,3,0,14561697
1987,15271298,12,1,84588243
1971,38401604,5,7,36201211
1961,62015850,15,5,73302006
1976,75855265,11,0,78150502
2007,30194585,17,4,90080123
2014,53128529,15,1,78548630
1964,63362766,2,7,14080813
1991,81085491,12,4,78310349
1977,89748215,11,0,73302006
1979,57508654,10,1,37460711
1982,40446130,2,8,71567046
2011,59306911,6,1,95121059
2009,46760108,16,8,83774465
2001,59699219,19,10,18900235
1984,64009000,5,2,14080813
1981,31812513,0,6,95121059
1994,86067707,5,9,11839541
1996,19543184,2,0,45979790
2001,85253590,19,1,95121059
1980,97301531,17,10,94698419
2016,25197452,16,5,80815046
2013,25691781,0,8,87942869
1996,13047285,16,8,17607423
1982,47458015,9,9,36170069
2020,75753389,7,10,83772726
2011,99339563,2,6,46706772
1962,45140671,15,10,69272203
2017,46144522,12,6,43165392
1997,51265696,5,5,11839541
2024,53287394,2,8,90080123
1999,93218201,11,2,26632976
1986,77691447,15,1,11839541
2012,10953995,10,7,95541655
2004,36087817,19,7,57490343
2006,93171873,17,10,46706772
1966,42829889,6,6,24875024
2009,41846348,8,5,20761150
1963,80082502,15,9,30451519
1984,30471999,7,1,46041781
1964,65413902,14,8,81061735
2006,35680752,5,5,90080123
2004,82568567,16,7,88953878
2017,30547915,15,8,50181090
1967,62509125,15,0,32544267
1974,75753389,11,5,50102807
1971,65206933,15,4,84284834
1990,14050362,8,7,15968194
2008,36062039,3,3,51162185
2019,94534223,1,4,43086842
1997,93109103,5,4,21220643
2002,79954494,13,4,40193383
1984,80697561,18,0,84065326
2015,58609318,3,5,30903956
1999,34361047,6,6,50181090
2003,78211019,13,8,94698419
2015,96244813,1,7,14561697
2023,85770160,9,10,57490343
1997,41930858,8,10,43123434
1965,14449687,8,7,40193383
1987,44358519,9,1,18900235
1986,24239524,4,9,19003715
1977,37766495,18,10,94698419
1996,40645178,12,9,68124756
2024,89709675,11,5,53880888
1978,73406156,7,0,20761150
1993,25322492,16,6,63918442
1995,98457398,5,1,46041781
1989,38961572,9,10,11433412
2013,90995282,10,2,93120973
2011,75996511,9,0,21220643
2011,30943205,5,0,80815046
2013,16889038,4,7,90620509
2013,94605253,7,7,95121059
2016,16735798,3,7,19373250
1990,21485070,2,3,84637592
2006,31127637,16,5,24875024
1983,90477007,5,8,64357240
2018,62509125,14,10,73302006
2017,12067693,4,2,43165392
1998,30150396,10,2,43123434
1978,18160265,6,2,95541655
2016,22564336,7,8,78548630
2009,67441115,13,0,77257073
1984,90995282,18,2,58128734
2021,65377328,3,5,23897976
2004,12372452,13,8,83772726
2021,71570169,6,2,84125240
1995,25575826,6,5,57978856
1992,84280926,19,6,64357240
1979,60129404,9,2,63723307
1988,52551887,6,2,16469400
2008,88910277,2,2,95121059
2013,76914783,12,3,95541655
1966,28754066,3,10,38882043
1975,90772599,8,8,88953878
1995,28765222,4,2,81061735
2016,30522356,8,4,95121059
2015,19197503,15,6,30451519
2010,83834242,8,6,40193383
2007,66588532,16,1,84175321
1979,83333751,7,4,73162963
1999,72740068,11,10,58128734
1992,52496244,13,4,18900235
1988,82232349,18,3,40193383
1979,74408989,11,2,21316535
2009,78507972,17,5,37731882
2015,86174487,10,10,23080770
1981,39657146,2,4,26632976
2004,94265197,2,9,57978856
2022,14667783,6,0,84175321
1992,58391475,2,6,26460618
1994,81660707,11,3,46706772
1995,47673711,9,5,15968194
2005,40052871,12,10,85683622
2010,20854537,4,7,48431358
2014,75944469,16,10,73302006
1985,48027847,0,2,69272203
1987,39034100,11,3,40193383
2006,83759759,6,0,17607423
2012,45905490,6,7,30903956
2003,59173935,19,8,46706772
1968,48501656,17,6,93120973
1967,94530992,14,0,35116117
1994,61233914,10,10,36201211
2018,45585495,17,4,97935480
1988,96943465,15,2,50181090
1987,45167122,15,10,14265812
1998,67591383,10,9,32544267
1976,29858477,1,10,20761150
2004,31960855,9,10,77257073
2014,50458225,11,10,84175321
2003,25271121,6,5,84125240
1996,66887291,13,2,58128734
2004,22558000,1,9,50181090
1977,58609318,13,4,14561697
2002,21002098,1,7,46041781
1989,38646785,2,2,46041781
1996,56544261,17,4,17607423
2002,55664258,13,6,80815046
2022,20596009,10,5,48431358
2019,25539534,1,3,57978856
2016,20698944,5,5,37460711
1991,69315921,2,2,46041781
1998,12982746,5,8,70467839
1977,32784807,18,3,46706772
1963,83522849,15,1,58128734
1973,12804963,12,4,30903956
2007,13449578,19,2,17607423
2024,30338045,9,5,62658017
1980,68878577,15,10,93120973
2007,77325980,7,6,21316535
1986,57852885,7,7,51162185
1972,65821843,12,5,19373250
1977,25976836,17,10,58128734
1981,70799216,3,2,93120973
1988,61679683,16,1,21316535
1990,94585723,4,6,58752944
2016,96024845,9,5,43123434
1970,85065882,0,0,38882043
1998,67098684,12,4,42791240
1977,69263943,17,8,24875024
2020,92368595,0,1,64357240
2014,60976901,1,6,19373250
1994,84903799,16,3,80815046
1983,94256853,5,3,46706772
1987,55193033,17,5,94698419
1983,23021190,5,9,43165392
1979,37920209,13,4,92109614
1985,93397317,10,6,58128734
2011,41580718,16,4,84637592
2005,17465277,15,3,96286728
1993,60046706,9,5,46041781
1990,28681228,17,7,63723307
1995,86157957,1,10,73302006
1988,53089573,6,4,95914360
1987,84574740,2,10,46706772
2013,42837017,19,1,57978856
1963,42083099,7,10,68124756
2012,56518931,19,10,30903956
1975,68295398,10,8,30451519
1981,80697561,10,3,43086842
1966,31114033,18,3,29558820
2022,12841530,9,5,63918442
2012,10304765,11,4,57978856
2009,39483629,10,1,78310349
1964,52599521,7,6,50300266
1972,49952128,14,4,31458754
2004,89100726,18,1,52555496
1960,94171739,15,7,84588243
2007,25705426,17,10,45192301
1979,25976836,1,4,46706772
2019,93758790,3,6,95914360
1990,70183596,16,7,77257073
2008,18957412,4,3,58752944
1991,45538275,5,10,69272203
2004,59466420,9,0,71567046
2019,65744775,16,9,86861214
2011,67398265,6,6,45979790
2013,94966477,0,5,77257073
2022,22636618,17,0,33379456
1972,98542629,7,5,14265812
2024,17387747,2,6,36170069
1987,15753142,2,3,51162185
1960,90772599,5,4,54568875
2000,73789202,2,3,73302006
1967,55093497,5,4,80460594
1972,67057585,8,9,33379456
1997,40620139,3,10,38882043
2000,44023844,16,2,95541655
1993,14049263,19,7,38717078
1962,19153535,10,6,29558820
2005,15939460,17,1,95678928
2003,65068523,5,5,40333704
1978,49087909,3,10,80460594
1996,29422005,12,8,14265812
2000,82984828,12,8,69272203
2018,65109918,8,3,96285651
2020,77733067,17,10,37460711
1991,74220143,17,5,42791240
1993,94374652,2,3,42791240
1981,10863536,9,3,62658017
1985,49212252,9,6,83772726
2011,77636759,3,9,19373250
2009,57077254,8,0,62093547
1998,32763337,18,7,50181090
1991,88043136,4,1,83680332
1970,31325996,14,4,55706970
1996,93719621,6,4,38882043
1992,81828518,1,7,35116117
1991,53609668,17,7,73302006
2003,80123159,9,6,64636580
2017,70400629,6,9,53880888
1971,75316250,12,8,92109614
2019,35687364,5,5,16469400
1966,39000836,5,6,51162185
1966,27826741,16,9,14080813
1985,57042535,17,3,64636580
1981,89680960,12,0,71567046
2001,75884775,10,10,32544267
2010,62059792,2,10,46706772
1961,68086396,2,8,17607423
1968,92677395,1,2,14141066
2017,83200245,19,3,33379456
1964,17515958,9,0,30903956
1998,91172500,8,3,46706772
1978,73378937,3,1,32544267
1976,10330844,16,6,89845053
1960,60150390,7,6,73302006
1991,98632251,17,4,32544267
1960,81961283,12,8,14265812
1999,21796600,2,3,63635195
2019,53267013,8,4,46041781
2010,62485198,5,0,84284834
1990,27231153,18,4,50102807
1998,88705350,5,9,21316535
1995,77807363,5,10,55706970
1975,81979166,1,8,78548630
1967,90149132,11,7,31458754
1986,26386111,3,8,94698419
2009,18491087,19,1,81061735
1976,84304585,9,5,22710362
1965,48179774,10,10,90620509
2024,13345454,10,10,64357240
1989,26742614,17,7,90620509
2000,72626835,13,4,90080123
1976,97878625,17,10,38726533
1997,20698944,12,4,20578278
2018,40395089,3,10,45192301
1961,60823540,11,0,84588243
1977,16236776,19,1,90080123
2020,10551331,15,3,43576406
2003,66145614,15,0,77257073
1986,98775984,11,8,94698419
1970,99446440,3,9,83774465
1989,40793750,11,1,18900235
1983,40819061,8,2,26632976
2012,72712073,3,1,43086842
1981,51976147,12,3,22710362
1972,22339809,15,4,40333704
1977,80277421,15,9,23080770
1964,57510999,16,3,64636580
1984,16602718,15,7,92109614
1982,74818208,17,7,43123434
1996,17497279,14,0,21316535
1965,95687770,18,6,14141066
2001,69762627,14,1,95121059
2004,55246652,1,1,36170069
1991,97680128,19,0,45192301
1973,41580718,5,7,38717078
1989,66359508,1,10,11433412
2016,72408135,12,5,70467839
2011,37875151,14,3,58128734
2022,15945980,11,8,84588243
1961,64358105,14,7,95914360
1960,13353646,18,2,36201211
1964,85118892,0,3,83680332
2017,22342625,16,4,88953878
2002,44555731,14,2,96285651
1967,43222966,1,2,46041781
1994,42430407,14,7,94698419
1980,97577415,14,8,18900235
2010,16342909,12,7,62093547
1985,72052186,9,9,63723307
1972,80789433,18,7,62093547
2001,31749264,5,2,23897976
1963,88655425,5,10,45979790
1968,21695886,2,10,26460618
2012,96979450,1,7,95121059
1968,68705281,15,10,46706772
2004,89116967,9,10,46706772
2015,50798549,1,6,43702709
1978,20795264,6,8,15968194
1997,73227365,3,3,26460618
1981,71822473,0,7,58752944
2018,19377351,8,5,46041781
2009,11989886,11,10,64884528
2005,95358154,14,10,88953878
1999,60577399,2,8,38717078
1962,20920279,19,0,69272203
1964,29126020,0,5,92109614
2003,38845549,2,8,95678928
2000,11639292,13,0,53880888
1980,34834559,2,7,79789984
1987,99629538,1,0,63723307
2018,66393968,5,10,53880888
1995,60341092,16,4,31458754
1961,69033607,10,0,80460594
2011,49504524,17,8,21316535
1961,67781861,4,9,78548630
1996,83639468,11,9,21907808
1964,90778781,3,8,80815046
2024,90365056,18,0,23080770
2012,48576466,9,1,31815155
1984,48027847,4,1,36201211
1993,46911135,6,2,50102807
2021,56864475,9,8,95121059
2007,62106084,12,7,40193383
2021,16236776,1,1,21316535
1992,25070136,19,5,43702709
1994,47608521,6,2,14265812
1972,35881213,19,9,14265812
2004,42593928,16,7,14141066
1997,58018996,19,9,40333704
1981,63775312,15,3,43576406
2000,59482049,10,10,89845053
2013,13090027,15,0,50181090
1980,75364899,8,3,92109614
1981,65488205,19,0,51162185
1985,38321105,6,2,50300266
1997,26687085,14,6,77615895
1998,17148796,15,1,84284834
1979,51929777,15,5,46706772
1985,66888132,16,3,45192301
1975,89175979,12,0,53880888
1984,20920279,17,3,78310349
2013,30194585,14,7,70467839
2024,93830014,1,2,70467839
1987,60496577,15,10,48431358
2020,43662350,4,4,69272203
1997,68155936,0,8,46041781
2007,66145614,9,2,97535169
2002,86854370,15,9,30903956
1986,84280926,6,3,57978856
1984,43098786,16,1,21220643
1997,11183968,8,0,81061735
2009,21064430,11,2,38882043
1994,93734150,14,1,43123434
2022,85139388,16,9,21220643
1975,15141379,8,4,95541655
1973,87319469,13,5,64884528
2016,73884939,7,7,16469400
1965,54873645,8,7,57978856
1981,64732231,11,1,14080813
2010,65982756,8,10,29558820
1970,78966308,6,5,14141066
2009,37904399,18,8,46355755
1971,19583160,11,1,54568875
2021,56375054,3,7,23897976
2012,34545906,11,9,97535169
1978,90365056,10,8,84284834
2012,18356201,18,9,31458754
1961,49845464,16,8,35116117
2006,66757745,15,0,43086842
2006,63568553,14,4,23080770
1971,94171739,2,9,52555496
1989,75996511,4,2,84588243
2019,30737016,4,7,46706772
1999,72015690,13,3,40333704
1999,85996183,18,7,11839541
1981,10647729,17,1,68124756
2024,33108426,0,4,58752944
2003,65869194,4,9,17607423
1988,34433282,0,2,81061735
1986,78074703,5,6,95121059
1971,13890713,14,4,40193383
2009,33444188,14,9,31458754
2003,50471494,6,1,50181090
1966,79079598,15,0,18900235
2000,87627934,1,0,38882043
2012,55456387,13,9,26632976
2017,53283154,1,4,64319530
1989,84910043,12,2,46041781
2017,23526818,15,5,35116117
1968,40819061,8,4,64636580
2003,40052871,2,6,53880888
1975,84605916,7,0,57447283
1970,24239524,13,8,40333704
1962,76910317,4,2,90620509
1997,84883064,5,0,70467839
1983,52002982,3,8,19003715
1990,34545906,9,7,14561697
2023,41572223,16,2,19373250
2015,42619057,15,5,70467839
1964,37082684,12,5,45979790
2004,15987117,0,0,78310349
1972,65667246,5,5,90620509
1990,87352292,16,0,89845053
1967,78061969,0,9,11433412
1972,45178365,6,3,77257073
1993,65823275,6,0,63635195
1984,78175140,14,1,40333704
1978,15290865,9,9,46041781
1961,42442484,11,3,69272203
1986,11014398,7,10,94698419
2000,54773091,1,9,77257073
1965,80658819,1,6,83772726
1993,33063438,10,0,45192301
1991,68879527,17,9,43702709
2015,88264530,16,2,50102807
1970,14047443,1,6,21220643
1981,99857519,19,4,30903956
1972,18760332,11,5,14265812
1960,80512089,1,1,78310349
1983,36506177,12,5,40333704
1993,36062039,4,10,84175321
1972,86638812,5,1,86861214
1991,34778542,9,3,20761150
1997,90495126,0,1,14561697
1994,86428657,12,10,11839541
1963,53810630,14,0,21316535
1978,68676018,9,8,77916151
2023,86018473,16,7,43123434
1965,25294195,17,5,36201211
2021,24088325,11,6,14561697
2018,22286557,3,5,93120973
1974,34940385,11,2,14561697
1966,95414219,0,7,43702709
2005,68857806,4,7,96285651
2009,30522356,12,2,64357240
2019,76022711,0,6,96286728
1970,90980766,6,6,21907808
1971,48749580,19,6,62093547
1987,70360628,16,2,11433412
2009,55890604,12,10,30903956
1981,75099636,17,3,64319530
1975,78306815,15,10,97935480
1962,40201492,15,2,78310349
1981,10310239,11,5,46706772
2013,63880042,9,8,50181090
2005,18393433,5,1,51162185
2023,87424609,12,7,26632976
2002,67857943,6,3,84630356
1985,81533501,4,10,42978476
