year,alumno_dni,sede_id,grado_id,secretario_dni
2008,67405073,0,0,97165450
1975,95363643,73,4,60189408
2002,75734132,24,8,75567741
2017,39548206,146,5,18085527
1993,15201860,26,0,49871186
1962,14169725,89,4,44997066
2000,15928776,188,2,42606640
2016,42849782,180,6,39081442
1973,79319356,197,8,87938529
1976,68090728,144,8,34136247
1975,98746757,121,7,60636217
1978,64067831,68,10,13287042
1967,42386999,18,10,61054329
1972,38828931,32,6,43749590
1999,56302030,122,8,91095254
1965,47589477,143,10,85519514
1982,99824551,63,6,72059350
1966,13444873,173,0,72384830
1986,12807922,26,8,16255642
1991,72317643,58,6,23098840
2022,46247587,164,5,22834986
2001,70295056,97,7,28418587
1982,22211611,45,5,40189318
2023,46415823,51,2,48015085
2002,61248089,137,8,13002185
2003,17304410,54,4,16305608
1960,11050761,173,10,47414931
1962,68440616,164,3,91109343
2002,23715832,15,8,70374597
2001,20264141,32,8,85812613
1984,46273499,145,10,16504684
1989,61061699,158,9,36592215
1977,41381544,67,0,62351556
1977,35480490,80,2,86873452
2021,93730779,97,6,65706602
1962,70941290,119,0,52268876
1982,96644081,128,2,87915115
2024,10936371,25,5,36449692
1987,38391147,20,7,35766314
1964,51259496,164,4,13275931
1974,32236619,90,8,87538637
2013,78803539,185,6,91438031
1974,88911878,99,10,42596037
1982,59989951,151,3,82527961
1969,27578343,102,10,35516510
2017,19615515,38,0,94512557
2022,82636033,122,8,69501135
1981,19483483,37,0,43471044
1984,76394344,37,2,67423111
2022,17553710,30,2,11530093
1996,17624026,157,7,56945147
2011,96450001,197,5,42302132
1978,83395707,57,7,84315412
2023,45641671,191,5,33882291
2022,66130948,34,1,83896981
1979,54352843,75,4,40939551
1991,19023026,27,3,18550870
2007,88587741,31,5,85812613
1979,28421211,168,5,80170840
1969,93557418,46,6,55927559
1988,65340520,133,3,55744815
1981,54591240,168,5,67020453
2009,92445250,136,3,41332100
1989,26656109,64,8,52048906
1961,17164342,145,7,41665798
2018,88743419,150,1,76509653
1971,24494022,8,9,44879003
2004,13244870,60,9,12565446
1967,31716618,81,5,14645824
1986,46807169,81,3,47171602
2016,97207968,5,0,15625322
1975,77095253,181,6,46598815
2016,33126789,1,4,14308110
1963,93418832,91,9,20102347
2004,66270309,194,5,80755606
1998,93879507,26,4,87915115
1981,14675081,106,8,49943119
1988,32414189,111,2,58639264
2007,57370930,137,6,55002972
2004,66724527,114,4,42599370
2013,25597051,24,6,76337867
2008,63357333,77,7,19100126
1985,87465859,154,10,29864736
1963,98523682,156,0,65367513
2023,83226001,14,7,92903944
2005,21289589,83,5,43887249
2017,55090617,145,1,54791637
1995,68834545,58,7,75394698
1973,43650121,37,0,91447181
2024,19516679,168,2,45949281
1988,88103696,72,10,92758870
2023,18668112,3,10,63381940
2020,56720461,114,5,44330788
2023,75653960,76,8,61054329
2005,75294289,71,10,14706732
1990,26035755,19,0,49871186
1988,51574403,17,10,86937307
1984,85622487,107,8,49943119
2016,24186639,130,2,80536332
2014,97969634,46,6,42606640
1970,44348668,28,6,31771009
2015,98333247,123,3,12431483
2001,34567458,42,10,59638222
1995,57087806,154,0,39656245
1972,27158168,172,4,68095469
1991,75388994,168,7,30759161
1974,90314909,189,8,31186059
2008,90443972,151,10,76234106
1967,88091837,169,10,28951618
2004,84350958,193,3,94512557
1968,47058743,179,4,58246712
1984,67154520,11,4,21991230
1965,87243841,45,8,87073275
2023,65977892,30,7,37293642
2002,31666476,39,6,62996686
1996,31613723,127,3,74858688
2017,66081015,104,4,52431704
2006,97066051,97,3,66174785
2013,23856697,37,1,68690111
2012,41147664,97,8,89279922
1974,50137042,11,9,16886953
2001,35832173,52,4,40679129
1985,52072697,140,7,81338158
2000,50115596,163,4,39165631
2018,32228331,71,0,88158887
1988,72992628,15,5,55357872
1976,92770692,32,3,54791637
2014,15562363,34,7,95811182
1981,36434056,193,4,27884174
2011,78168743,193,6,81984171
1965,36110122,24,10,21254906
1969,30808065,106,5,42821121
1979,67206400,132,5,86333340
1983,78090300,52,3,53625651
1998,84624266,50,3,14866640
1999,87231694,54,6,15149166
1965,49437468,20,9,93348902
1973,48465024,61,0,43115806
2024,63891843,63,4,85406991
1970,90178893,60,10,69978648
1992,40952279,72,3,54670832
1966,16072460,58,7,59027268
1994,82490393,144,0,88773388
2003,16260058,21,5,60043386
2019,72264050,194,6,24611896
1999,59083087,75,0,13287042
1986,91227009,198,9,11984403
1986,86981427,35,0,81060345
1969,63375994,1,10,64301174
1993,15940467,166,5,20801963
2001,14474357,131,4,85812613
1976,65962389,18,10,69706268
2008,70167353,35,3,49888021
1980,86893053,78,4,68167309
1974,73644450,40,4,66380085
1964,42746113,183,8,89016377
1961,89081924,155,9,63107172
1998,35285340,134,6,17751908
1998,90229428,179,6,71829379
1974,42075626,86,1,73645032
1968,42468288,27,0,60762124
2021,16048040,89,7,90251675
1974,72696287,99,4,67372264
1962,50949240,19,6,35019664
1979,99011204,126,4,45393388
1986,74953044,112,9,51691002
1994,86941767,70,4,77725660
2001,98807442,67,10,21254906
1975,35609890,46,5,11556887
2013,69681063,132,1,75357054
1993,99037841,0,0,75135123
2008,89639180,166,0,20860464
1978,23533618,73,3,82099299
2010,92873735,181,5,76998493
2011,81119533,52,9,77725660
1966,85727884,183,10,90273220
2021,91759892,182,1,86986254
1985,53948946,175,6,79446295
1973,39233101,33,9,36909022
2000,90515169,75,6,67918865
1965,99395670,184,8,83499275
1981,37884821,166,6,32708049
1992,88905040,32,0,65367513
1969,27548320,32,1,83108534
1966,20626253,25,2,31554683
2019,95610654,148,10,14935692
1976,87154298,137,9,97672949
2010,53711251,111,3,91158868
2024,51574855,28,5,13110915
1992,39393776,159,8,15316916
2010,65443731,76,0,11873464
2016,47184029,65,8,61315440
2024,64587715,185,4,62889235
2009,68282615,166,5,23953476
1990,54764563,51,7,91095254
1993,97452563,90,1,84251318
2024,98331867,193,8,47503175
2021,71443008,72,5,13110915
2000,70164628,9,7,55894665
2021,42316387,44,0,57752057
2008,22246895,184,4,86700604
2015,58217584,189,2,29498581
2002,53714570,9,5,80723249
2005,11665935,149,1,40925318
1965,16111337,175,5,14508671
1977,96179605,122,6,14029037
2004,68823584,125,9,41665798
2003,72534091,154,6,59567498
1976,83576896,66,0,98165450
2009,15167192,8,10,27441855
1973,87693884,169,4,75039154
1989,46242096,99,7,37980143
2019,81639699,44,2,11521573
2015,40884946,170,7,42599370
2002,94768133,152,6,12518703
2018,58843892,179,8,21452222
1989,76158298,83,1,21966118
1997,56257415,91,6,55927559
1995,97751726,10,9,96813226
1965,31998427,71,6,63107172
1968,95678604,58,8,91447181
1985,75840272,177,6,54324782
2003,96266762,19,6,95187384
1965,13816611,11,7,54755621
2017,99930699,29,2,48132902
1970,23638045,163,1,63596424
1973,59184892,179,3,83011863
1969,21944189,165,0,80947643
1976,74389262,5,9,39696182
1980,57101100,110,4,68733972
2012,15866263,64,2,92846659
2008,74579116,2,3,87718225
1988,82664631,145,1,18989522
1992,11312173,101,5,27221691
2017,58231684,182,9,76164293
1998,65219093,96,6,55961129
2016,18903475,0,2,34711743
1987,59815431,129,1,59374270
2018,82967819,137,0,20893747
2015,94675740,7,7,12202691
1975,28968262,188,1,27259027
2006,62325998,60,8,73645820
2024,96786550,108,7,12598346
1990,58205362,175,6,12565446
2002,38813524,24,8,65164201
1982,73279687,112,2,87938529
2022,37872517,3,4,77931047
1974,44279422,118,5,31400363
2022,19376295,91,9,36002137
1983,52472442,49,3,65750248
2015,97977382,192,10,36428974
1974,68593148,99,5,45554708
2011,96799344,41,9,79822267
2016,94977608,70,0,10522482
2012,93113914,58,1,39932644
1966,93206819,149,10,36628428
1981,29217912,182,9,43427569
1963,90880632,194,8,34917487
2011,35433157,192,1,50697835
2003,68370918,98,0,16293684
1990,17267572,114,1,74932162
1999,85485251,85,0,89149796
1985,84571268,110,10,51134560
2006,78656868,112,2,31400363
1961,24803747,92,1,98849469
1962,61507863,74,10,12799073
2002,85633533,187,3,64673067
2004,91962423,8,4,51691002
1988,94782597,52,6,78225813
1999,76788306,112,1,52768905
2008,21727930,49,2,70745568
2001,14827576,42,4,12054255
1995,31314320,169,1,33813653
2009,19733570,32,3,56945147
2021,93628616,125,10,10968600
1980,97070158,103,4,80557208
2018,65095459,39,6,59374270
2014,81953457,121,4,18861313
1961,29485359,0,8,34711743
2020,66284580,192,4,90251675
1967,64163721,38,0,54079073
2011,76687044,128,10,47852413
1999,34110412,178,0,63107172
2022,69705817,72,2,56728739
2011,55128974,124,2,82073674
1994,61319836,82,8,40513649
2011,99681618,53,2,65039781
1963,63782896,196,10,67446803
1996,76547710,185,5,94157145
1996,70560544,113,10,36824502
1967,57645764,33,9,95312217
1997,34279649,65,5,41651365
1970,14965529,193,8,29202652
2011,74226083,183,9,65807457
2021,96679166,113,5,46436014
1991,12297654,22,7,94222863
1985,63660543,7,8,39041896
2013,94986334,58,8,76317937
1967,74945301,144,8,99608590
1969,13600707,80,7,61158455
1965,35521240,20,5,96157298
2010,26643075,118,8,14029037
1994,38041172,137,3,52034820
1996,90019306,152,0,80777438
2008,32197464,7,1,86753553
2015,84353304,105,1,43840403
2018,48401758,170,2,43427569
1968,32220824,65,0,39696182
1962,19861929,171,5,76743066
2001,56795699,152,0,31121581
1983,94980448,184,1,95811182
1965,82670950,123,6,56728739
1963,28659403,120,4,65367513
2006,16905218,122,2,49960482
1999,88075243,18,10,54373215
2021,24009084,49,2,46436014
1983,78219467,4,0,15278879
2018,94975629,157,7,42350703
2020,85961933,128,1,21639546
1996,78451482,59,5,59562277
1961,80474928,51,7,59562277
1985,20299031,144,5,21038091
2007,90537222,151,6,71182863
1963,70092736,34,2,79647347
1975,86033776,140,10,98089017
1963,62893627,13,2,30047662
1969,26893863,55,1,33648684
1965,45429504,197,4,86333340
2003,39741747,1,6,42606207
1995,81962922,96,1,23005500
2018,42631506,76,8,93837308
1988,76128225,81,5,42096130
1980,68507941,9,6,56804921
1961,43247865,141,8,58246712
2006,65944993,183,0,31870602
1980,11640111,122,1,80686857
1990,27468930,38,9,10206095
1973,15520987,142,5,18922476
1964,73222187,126,8,11512695
1963,14531992,21,1,14485659
1982,61330705,152,0,49532960
1984,64702918,22,3,77103578
1981,95803162,192,1,61315440
1967,79424596,25,1,49422927
1981,63924614,110,7,60636217
1971,53249784,60,8,31186059
1985,21664542,14,8,32998804
2015,39446341,10,6,66938747
2011,42906982,198,0,48739048
2003,89305613,0,7,84251318
2007,82086315,34,7,79911992
1990,27967093,4,0,14823506
1972,24890168,43,3,14695374
2012,88486334,52,8,59382696
1963,87198675,163,3,28418587
1985,65261028,35,0,39406337
1977,72294788,15,7,89149796
1987,88882460,54,3,50359581
2007,18338009,3,3,42599370
1988,86537516,114,6,81316860
2019,82378244,99,1,54129529
2024,28808808,3,4,95431317
2016,21854556,155,7,66382620
2003,68628061,13,0,77103578
1986,14819049,73,2,50108391
1995,10455911,124,8,30759161
2011,87629455,78,5,44997066
1995,44621064,2,9,21639546
2020,64363713,18,10,67544528
2024,10357084,51,7,97165450
1974,83115822,193,9,27601339
2005,68231226,64,8,71494642
2021,40160847,32,5,96516762
1972,39471140,45,1,74015733
1979,80007285,49,0,74858688
2000,70559426,153,3,43840403
2012,83120145,112,5,60189408
1982,74424036,65,9,66719483
2023,95911082,66,8,74447691
1971,83415307,56,3,54973479
1983,56239958,176,9,31554683
2005,30853901,25,10,12518703
1964,55948619,112,1,11091908
2024,26980113,42,7,30784187
1986,79479178,119,5,17089711
1980,56681053,7,10,91095254
1984,18091130,144,2,17432689
1963,65809635,70,6,60511570
2007,86410578,25,7,47298355
2014,53511872,100,8,94763508
2023,40776359,30,5,98042408
1999,58007798,194,2,37066742
1963,27409396,95,0,93513010
2019,68224192,171,1,66925013
1984,94549798,69,8,94960546
2012,91612793,83,7,65281148
2021,43750842,29,1,99608590
2006,70747956,191,3,47779058
2021,19717179,22,5,71595409
1978,49866827,129,7,66652516
1992,40756237,180,4,97023466
2000,77077886,183,5,66397044
2004,65531798,124,0,78219794
2019,55855655,103,2,53157379
1989,45621891,103,3,74995964
2000,73414860,18,10,72059350
1961,23008945,149,1,81985136
2004,99141012,21,2,17458337
1999,89288667,127,0,75357054
2003,50346500,19,10,77181593
1986,50732820,117,5,31864107
1964,65940257,54,5,33031955
1960,91056874,30,3,25169151
2000,13166431,111,7,86923217
1972,37547509,116,1,60301971
1994,98143244,44,9,61635009
2022,42075626,161,3,60762124
1973,50980550,148,9,75929509
1996,81311525,42,9,83896981
1975,47065287,138,4,62849505
2005,27051255,74,3,67918865
2013,32668629,84,9,22670995
1993,68301042,170,10,21991230
2014,97973344,38,6,54755621
2004,81440261,182,3,97005730
1966,71953431,129,10,37306426
2003,20841389,195,2,76172918
2016,10516861,180,5,78304320
1982,38074073,105,7,22834986
1974,99423687,159,3,66084668
1960,70016928,53,9,18075370
1992,92572815,83,5,39900799
1997,80894019,12,6,28391810
1990,22908453,133,1,17358546
1965,74385572,97,8,53231018
1987,52539881,174,6,19285459
1984,90330130,10,0,71182863
2010,44951302,130,6,21966118
1980,98650751,195,7,38155086
2013,68486713,59,1,60686817
1974,39569327,55,1,44619262
2005,13268515,189,4,14306431
2022,25204961,88,8,86508950
1986,20982967,8,7,49788205
2014,72954044,148,10,68766040
2016,99877415,120,7,42096130
1963,51892411,6,9,62801773
1968,20389338,17,9,52431704
1966,34316558,10,1,45554708
2020,31710858,21,2,50108391
1998,54207492,72,1,88311186
2016,18422968,186,9,32435118
1973,35552314,159,4,76727639
2016,83380451,123,2,12152044
1990,29609134,197,7,45647240
2020,51913306,45,3,30632825
1973,32155867,193,6,54929289
1993,80541245,82,3,46293567
2007,77969965,1,2,62413172
2010,20057955,103,10,92478159
2017,38700854,69,0,69706268
1981,74056947,120,2,66933986
1973,87541662,134,1,44363585
1978,58422567,5,5,21977238
1973,50850784,151,7,13800456
1992,94861674,28,3,92480795
1978,18024994,67,8,28413959
1961,32608741,15,5,70237561
1962,97066051,121,6,61635009
1962,25466217,1,1,34481372
1988,11895889,154,6,60686817
2013,52514167,4,4,66652516
2009,36590995,4,2,60141543
1981,59957201,90,2,27744859
1982,33283953,41,5,98849469
1973,47225261,155,2,93104169
2012,57891427,26,3,79073269
2013,71235943,103,10,45295375
1982,61054504,140,6,28445259
2001,15566578,179,6,30445774
1974,23109280,124,4,52222055
1969,42666013,82,8,92727271
1981,96449524,174,4,55282856
2002,54864958,118,8,21966118
2009,46742194,43,5,61315440
2002,89669420,86,7,39960340
1961,62580047,121,10,62801773
2018,88748454,89,1,71829379
1993,89247834,51,1,46196611
1981,64716300,110,9,29885609
1970,56400364,168,7,17665718
1978,40852507,76,5,45393388
2005,66126246,52,5,36824502
2010,66797765,143,5,38524413
1964,89382698,44,6,40528155
2021,84088157,129,3,13110915
1988,62608625,189,6,62996686
1967,21040895,42,5,13890934
1973,12071802,179,4,63385282
2023,34492972,164,4,10307862
2017,10145898,32,2,92173604
1973,62889030,15,5,58696775
1970,83792147,135,4,72384830
1980,79809863,184,2,23774225
1967,35985448,180,7,14308110
2015,13245181,39,1,14207857
1980,26710621,80,4,29498581
1969,39393686,119,8,12799073
1995,93719555,189,5,70925117
1972,32153408,147,10,16429480
1985,47321927,69,8,43471044
2018,52753613,59,2,69882415
2004,21635653,53,8,54129529
1966,37092348,109,9,52768905
1987,27783531,139,9,87176217
1970,74699507,112,0,54660024
1967,60384449,187,2,91095254
1974,41385384,173,9,42617352
2005,13069300,133,3,78219794
1989,31189431,156,4,59382696
1965,96358218,122,0,47640483
1996,46701165,163,3,29630533
1990,24936878,70,7,94191435
1967,36954078,72,4,70655389
2007,45920100,67,5,87345480
1964,73754811,80,10,82002433
1995,61246241,73,8,51165190
2021,25226842,154,6,93860587
1975,75773246,64,7,36816419
1962,58649699,2,5,64106006
1991,32282130,89,10,30663283
2022,65549134,85,9,52374832
1997,24668349,114,5,45352947
2014,36890488,95,4,44619262
2017,43530393,124,3,35571894
2000,34935169,55,8,70237561
2003,50125314,174,5,57752057
2010,45827695,106,7,49727848
1967,73360099,4,5,98985680
2020,27255780,51,10,24331753
1961,79087296,105,7,90328789
1986,62656070,25,4,66188965
1971,23202009,149,4,96128413
2002,51152262,104,8,87345480
1982,23660564,14,8,83163099
1987,29186016,185,7,65817641
1987,32770285,40,2,11836500
1977,17663453,78,6,75838923
1961,33155655,47,8,55927559
1991,35866871,124,1,98676762
2013,29908982,152,4,54225925
1991,44444846,151,0,14866640
1993,64477728,167,3,11083659
1961,26687420,199,6,35825952
1981,59851094,82,0,96813226
1969,86238859,192,7,10593552
1970,65639698,188,9,94179665
2010,22600427,59,7,54791637
1960,29532465,101,2,91095254
1997,67532618,68,10,39952642
1961,11722726,147,3,46196611
1994,83016315,4,9,96318310
2009,89687302,147,2,36713997
2022,30501541,29,6,78219794
1991,47373789,106,1,81501221
1997,81321521,128,0,56728739
2021,97701805,32,0,63854099
1970,90256815,92,8,21428744
1978,15973300,136,3,89985363
1965,77355763,174,7,40189318
2012,79985745,161,8,28118402
1993,66926896,10,9,52048906
1973,67420196,157,4,41147758
1987,81270843,170,0,15278879
2019,83565160,180,5,76923053
1960,66955105,111,0,65706602
1986,38325330,88,10,53863485
2012,79687122,86,7,65984496
1977,89251262,135,9,24266413
2002,77936514,188,2,72544992
1969,97383699,108,1,79509158
1960,41605142,134,0,62996686
1983,34395642,18,9,92170468
1971,25250180,191,2,42606207
1979,44042303,147,4,12339384
1993,23611208,18,1,74113615
2019,13500471,178,0,36002137
1983,44554610,48,6,83363509
1972,31851145,194,2,52431704
1974,47077102,84,7,92222401
2020,43274255,105,10,24915662
2023,27443690,92,3,12054255
1965,22285494,104,3,87026479
2017,35283244,142,3,78280319
1989,19290885,143,10,89248889
2012,60917796,31,0,86508950
1973,95866774,150,1,93849218
2016,75390790,39,5,69882415
2004,88238303,27,3,33813653
2008,93048833,139,3,87578331
1961,20178813,145,0,93119592
1994,31395304,66,10,67663847
2006,76504188,134,9,34256590
2009,59378020,140,3,47640483
1969,44416759,107,5,38954823
2009,59385142,74,5,18887762
1980,71724284,145,10,92846659
1969,33340609,56,3,83499275
2004,29033778,10,0,22241476
1993,82645204,190,3,46436014
1966,89004134,64,1,54225925
2024,41587944,147,5,98849469
2019,83551137,98,3,82690661
1996,78813136,46,7,86771244
2001,43204969,127,1,70190219
1997,67243368,198,0,63018266
1992,32285700,164,4,90753720
1986,44726462,118,8,93261216
2010,11961838,5,4,15835780
2009,99068871,49,6,98830609
1974,84479424,5,8,74932162
1996,78894861,108,9,32384004
2019,14132311,0,3,19118573
1997,92934953,33,10,93837308
1974,86865999,34,8,94157145
1982,75181541,89,4,67544528
2006,45699311,182,8,76123760
2008,40770525,153,0,11082803
2008,40313281,62,5,70216815
1972,56825291,19,6,65835678
2014,44641746,30,7,32263140
1961,80061808,86,9,44619262
2015,12928968,19,6,31543294
1997,31835034,20,6,84510670
2015,98204369,194,9,48202683
1976,31995690,58,0,37762916
1993,95463711,7,6,46598815
1960,21250880,39,10,28391810
2024,67316215,29,7,70925117
1991,62646201,145,8,36449692
1965,11578880,66,9,28734160
1970,86120404,29,8,77524977
2013,49883858,54,9,30722948
1973,21691701,66,6,88311186
1991,66828992,183,2,33813653
1995,27822752,73,0,23877949
2017,73550312,174,6,89248889
1979,19702478,192,2,28391810
2012,64532420,154,4,17751908
2001,93155893,78,6,68812745
1983,14188948,174,9,52851945
2012,59223058,73,2,73645820
1991,17939257,143,4,84518729
1982,32380998,197,7,87718225
1964,74673778,9,4,66925013
1998,27783191,120,6,95811182
1993,39956857,138,10,31186059
1970,54029496,68,5,18051802
1992,57303173,86,8,83059638
1986,65718978,44,1,76131323
1992,86537376,165,0,92222401
2022,85147546,69,4,89878196
2007,96479410,90,10,38339745
1995,85928056,127,1,82674404
2010,65496925,0,0,49727848
1964,10805658,47,10,84510670
2000,31289013,74,4,16611372
2018,89425253,85,10,81473290
2005,31125575,50,3,19808878
1987,94104237,27,0,40526545
1967,64635627,14,6,74234286
2001,37843702,192,1,46196611
1984,26414580,127,6,95951080
1991,21786407,110,10,37066742
2005,13088952,97,8,11626060
2012,20633589,180,8,72108410
1993,26949723,143,6,61158455
2004,73730314,75,7,24266413
1970,82172844,0,4,98676762
1964,35149564,26,10,13632955
1976,78259158,150,6,31117500
1983,54295249,137,5,54670832
1974,92125501,122,3,11626060
1997,39010994,117,2,12339384
1960,72332517,85,10,59567498
1995,33834240,99,6,60369838
1986,45712431,70,0,30052896
2017,21167844,43,10,39316383
1968,50409056,193,10,80170840
2017,69763087,10,8,80755606
1975,76789834,111,7,16305608
1986,11517435,139,5,30513106
1981,63980447,138,0,83450049
2023,20710173,116,0,37047632
1984,95032547,133,2,83919218
1973,47661887,84,4,32021157
1984,88430465,157,4,76051394
2004,19130753,111,3,79254950
1994,78239402,152,7,70650299
2010,87705195,182,9,78280319
1965,50658843,184,3,88844896
1994,40946895,169,9,98226854
1973,60475470,28,7,49077868
1969,54596453,135,1,77121019
1971,98848991,145,7,32708049
1983,73508748,196,1,85993036
2010,98537965,106,1,65706602
1961,12250656,66,6,91448195
1990,70094686,117,4,58962674
2007,81992109,189,1,84579251
2009,34141652,137,7,60992343
2018,13929657,50,9,80457514
1999,31780487,185,1,85717573
2002,62646411,58,7,45595422
1978,36791404,101,7,78417968
1988,97343904,61,0,50819699
1963,29915752,118,0,52374832
1983,57750251,125,8,66954670
1974,77915840,140,3,98830609
1998,93580113,169,0,60043386
2021,44406447,83,5,26400726
1978,95205221,130,9,66188965
2011,23086254,18,3,66174785
1971,80843485,99,4,71864099
1984,65693201,97,10,86592869
1973,89357743,123,3,78248095
2013,44027531,192,1,14866640
1983,10706789,29,4,32263140
2024,71448346,120,2,28300239
2022,93654432,173,3,85993036
2004,27514947,114,2,91228604
2022,88335952,139,0,38155086
1977,98381066,119,4,79700036
1998,10427736,38,10,70349217
2006,85532080,11,5,95951080
2010,81146213,77,7,53572400
2000,56047812,84,0,95992511
1968,40019293,60,1,78300755
1985,68275793,8,9,63596424
2014,44529754,161,6,79492566
1995,32372867,68,8,39960340
1978,16543338,173,6,24387561
1995,15771500,14,7,49532960
1986,42259387,133,10,42096130
1967,36568629,126,5,27011433
2017,19142325,126,6,75291843
2021,87923924,132,9,86753553
2021,93748474,23,10,55472894
2015,55607871,112,4,67423111
2016,57699123,171,1,64797039
1990,15955381,37,9,10937527
1994,29664746,142,10,94471700
1987,51354503,56,5,46145725
1988,83582900,129,0,42969371
1979,26771380,105,6,82690661
1984,27423418,158,5,36937724
1962,16491871,24,3,38524413
1960,25575191,11,7,83181658
2016,20618743,102,3,32384004
1998,52649939,97,1,92222401
1998,74159302,57,7,40679129
2014,27033408,196,5,46273091
1985,51983406,161,4,69882415
1963,82263769,11,0,32263140
1991,87921360,168,3,19118573
1981,47069086,174,0,69213603
1961,82007027,181,4,81714255
1994,86598605,193,9,58696775
1990,30534530,42,2,49788205
2021,93210593,127,4,37346758
1989,45458964,61,7,79258337
1976,57293642,113,7,34846304
1995,97317490,106,10,31117500
2023,33104943,138,3,43887249
2002,36582775,3,0,80777438
1972,89918612,178,5,14306431
1991,39091566,172,6,39316383
2014,44048226,61,8,20801963
1966,12366867,130,7,46430350
1981,20304424,159,2,35571894
1990,87705195,107,4,89248889
2022,28762120,129,9,44330788
1965,61322258,194,10,31771009
2017,46572775,67,9,94758983
1993,82620243,68,0,83121174
1995,63144955,146,9,80723249
1994,70683456,51,5,14935692
2016,54016371,68,8,84251318
2017,54535297,122,3,31968595
1991,12541962,175,7,20102347
1962,80662295,145,8,64743179
1966,72444880,103,4,83793352
1966,79858907,57,8,74356133
2016,14649973,105,4,96157298
2002,90666683,117,9,67423111
1974,59282918,3,1,54143991
1982,61464355,2,2,53572400
2007,32268151,43,6,32384004
1960,46780150,27,3,48539040
1996,98350297,105,7,13800456
1967,96024184,87,8,18922476
1996,92223656,23,7,70650299
1974,75747193,44,1,58676583
1961,54509281,70,4,87026479
1989,77417679,129,10,61315440
2020,73891365,44,1,37346758
1971,71887205,19,3,70075285
1984,22375717,142,9,58918011
1970,63841242,154,0,33386979
1972,37983832,159,3,91109343
1991,95003315,71,1,51165190
1974,68949566,155,10,13136534
2009,94768378,91,2,62996686
2024,76289401,13,1,33813653
1974,80162235,160,5,97562785
2016,60626677,50,4,21324345
2021,24126701,112,3,38155086
1960,66579452,150,1,76724285
1987,84923348,23,1,81984171
2024,95832170,21,6,98553839
1980,82124559,29,2,28630706
2023,50012489,15,9,49186122
1983,80672287,190,4,70844001
1962,49807767,31,2,56158727
2009,95094088,151,4,63381940
2002,15897621,11,5,36937724
1992,81750349,91,10,27932477
1982,63595789,63,5,97067753
2023,27478200,195,6,39864873
1987,99628034,39,6,66652516
1965,17755681,76,6,67546880
1999,38502595,168,1,67050963
1999,61616829,31,3,80390967
2013,67272842,57,7,31771009
1974,51599445,103,9,47706385
2000,30335680,146,5,11753440
1970,72682505,28,2,56586770
2022,38639122,175,4,60141543
2015,83851809,23,8,62801773
2006,98021432,1,10,74995964
2012,58905653,170,8,68733972
1999,30260796,75,5,79258337
2004,56305110,55,1,29459543
2024,86939170,191,3,70745568
1965,73670791,100,6,49532960
2020,77278867,42,9,59920014
1976,88810580,129,7,11968892
1986,35475182,43,8,48044199
1965,68754857,62,0,68812745
1995,97126483,69,4,60686817
2022,56995398,82,1,42123362
2003,23922834,51,5,51165190
2021,95992419,18,5,34136247
2000,62911444,113,10,50359581
1963,29667310,199,8,52370445
2009,16067851,99,2,76317937
2007,64079913,31,8,52815250
1998,71665663,91,6,97011519
1996,79142848,122,2,80170840
1972,59597864,66,2,31563176
2023,71894402,198,7,56264117
1961,31795078,150,10,11083659
1984,66557187,44,4,59929214
1996,83094718,28,0,14021068
2021,35045764,183,3,91109343
1987,11945894,21,2,37817997
2007,66643361,99,6,41651365
2004,68837428,128,5,46430350
1976,41708296,188,0,65203297
2012,96125692,178,5,88311186
1979,90330130,63,5,61158455
1960,60228899,180,4,71239140
1968,92572097,52,6,94822932
1982,19189591,126,0,59929214
1962,56142593,84,0,88145182
1987,39678000,179,8,76743066
1985,36349284,169,6,34256590
1972,80041534,33,10,17305331
1966,47306216,49,3,64621365
1984,35851729,113,9,68690111
1976,38052583,102,9,19003966
2013,81730088,108,4,37047632
2016,84683887,107,5,18075370
1965,13631125,160,6,29060354
2015,30283247,132,8,99940907
2024,68089706,27,5,91228604
2005,16912221,191,2,30506075
1967,77970647,198,8,98849469
1998,38581535,91,9,66652516
2018,88805295,132,0,21396366
2024,80583449,129,4,91312467
1981,99604986,41,4,95424018
1980,80244870,138,10,76123760
1996,46837585,83,6,66045335
2007,91924238,9,4,21952143
1985,70147109,58,3,12518703
2020,75214210,36,7,11392166
1960,67362215,189,9,11950053
1997,34685689,45,0,96128413
2012,84093168,62,6,34962945
1964,14912175,95,2,66084668
2019,38013119,88,0,23877949
1976,34083514,91,9,14823506
1981,38404010,143,10,17559772
2015,37821413,5,6,90080966
1991,34443902,106,6,60074563
2010,82620243,47,1,48132902
1968,34116337,86,6,72991027
2022,40635464,82,1,47414931
1982,60531869,28,1,19027272
1990,36957450,123,7,50697835
1988,55466802,169,2,84875379
1990,79793005,127,8,65804627
1976,72320431,165,10,61612990
2023,58037929,4,5,16293684
1973,86480508,80,8,72730034
2008,18216865,114,1,63553885
2018,98694443,44,6,68812745
2013,82291976,128,10,37730995
2024,98632773,118,10,76923053
1977,40302125,87,0,52034820
1973,91217276,134,7,83793410
1996,36886963,26,9,45595422
1960,63665814,90,10,55961129
1996,18324461,65,5,64106006
2015,38865908,114,7,61123676
1989,83021077,134,1,95472429
2019,62160638,193,6,17432689
2024,70147109,137,0,93104169
1960,34436260,127,9,76337867
1989,14148350,98,6,80238656
