dni,nombre_seccion,sede_id,apoderado_dni
48367986,GoldenRod,18,10193303
51869693,RosyBrown,16,68824912
10888860,SlateBlue,12,98025626
44946123,PaleTurquoise,4,33395388
97342806,Thistle,14,93525984
10158471,BurlyWood,5,13212673
64422354,BurlyWood,5,68135539
35230911,LimeGreen,8,96117251
11594746,LightYellow,8,98725452
73171751,LemonChiffon,17,28069977
54894655,Tomato,19,57153077
22526855,DeepSkyBlue,10,25282675
99535125,Lime,1,91833503
65866504,Plum,2,63972031
33455517,OldLace,7,89919518
52318526,RosyBrown,4,71515510
96822044,MediumSlateBlue,0,13425156
21021687,MediumAquaMarine,2,12175049
26534143,ForestGreen,4,63361777
81427588,LemonChiffon,17,41344529
76230247,PaleVioletRed,12,46236728
73904672,SlateBlue,12,20369771
72031104,YellowGreen,9,87273248
98171906,DarkViolet,3,76103298
78361021,DarkSlateBlue,3,31661397
95014418,LightBlue,6,85775123
83895057,Bisque,18,87938230
16190515,AliceBlue,9,82463588
22133101,YellowGreen,9,46576513
18117200,MediumVioletRed,17,26663984
69592510,SkyBlue,11,83366764
69059056,DarkGreen,15,72927977
39845642,MediumTurquoise,3,26240597
12194622,LightBlue,6,46653280
82564276,Coral,18,92671653
96454190,Aqua,1,85775123
87330712,DarkViolet,11,42884572
69370223,Gold,0,90761470
92497983,Bisque,10,42325872
21130569,HoneyDew,16,75394798
94524000,ForestGreen,11,20188058
34726860,Linen,18,90021856
12034875,LightSalmon,8,92792452
55862953,Turquoise,0,18573254
33904132,Orchid,7,49523064
91088920,SeaShell,0,96336409
86851189,Azure,12,83429719
81106939,PaleTurquoise,4,18058793
34748697,ForestGreen,11,76224768
93424134,LightBlue,15,97529577
29023151,HotPink,6,25709181
18236838,DarkTurquoise,15,59659022
46458677,OrangeRed,5,19929805
42353256,MediumBlue,4,12782917
94204403,MediumAquaMarine,3,15772401
23717206,LightPink,8,21152047
35423340,BlanchedAlmond,1,38736340
36704075,MediumVioletRed,7,31788063
30592817,Magenta,4,15424579
78127189,Orchid,7,87575289
36082603,LightSeaGreen,14,15619470
82925162,Magenta,19,57565050
89005753,Lavender,8,17935928
18571039,IndianRed,18,74321736
76204378,SlateBlue,19,93202178
87650753,LemonChiffon,11,67170880
78618517,Fuchsia,11,49436611
98443308,CornflowerBlue,0,57731319
18772593,DimGray,14,56652457
68284313,Teal,15,41959949
62278919,Navy,9,29364702
47838419,Chocolate,4,28673504
69003922,MediumSeaGreen,1,12503199
65154480,MediumSlateBlue,0,64259970
61566725,FireBrick,15,13163616
99892969,DeepPink,8,53611232
97731962,SaddleBrown,0,53247142
57493105,MidnightBlue,6,75728342
72689930,DarkTurquoise,15,90618332
69261223,Coral,7,84910385
91043309,Fuchsia,12,44315220
77716303,DarkOliveGreen,10,21164009
45252731,LavenderBlush,3,45345546
48692089,SlateBlue,18,75967290
92679775,MediumBlue,8,45695941
48567713,DarkTurquoise,15,12086963
44632323,FireBrick,9,23149858
84374563,Snow,9,30639694
15859428,LightSlateGray,7,72768877
65768653,MintCream,10,59049863
94446416,MediumTurquoise,3,65930839
33438661,LightSalmon,4,59880362
36104093,DarkCyan,7,18760300
75194180,RosyBrown,16,21438526
64558911,MediumSeaGreen,6,11368972
14421170,LightSkyBlue,12,96017375
38561383,DeepPink,8,98484451
51289870,Magenta,8,11281817
83955791,LimeGreen,8,19848850
65759591,DarkOliveGreen,10,24943751
62125282,Black,9,20101007
77592333,LightSteelBlue,6,76818954
96334171,Tan,7,97659316
50916119,MediumBlue,16,56430358
65760425,LightGray,9,37247463
33606816,Turquoise,0,31150204
60965883,Blue,11,45875706
18560623,DarkTurquoise,14,51920542
85197620,Black,9,16583108
98828693,SlateGray,18,39515308
18277718,Tan,15,84810103
36635406,Linen,14,50569958
14791506,Wheat,10,52279108
70060324,Salmon,13,56353385
85318476,ForestGreen,4,50763280
51916523,MediumAquaMarine,3,99614892
46731651,DarkCyan,7,96106674
79086584,DimGray,7,46034401
64300821,DarkOrchid,19,70102103
52160041,Azure,13,10892563
39915693,YellowGreen,3,74030023
14266872,DarkKhaki,16,36568092
18503782,MediumSlateBlue,0,33455051
25460315,PaleGoldenRod,0,69816651
79820313,Teal,2,91237627
77159230,Coral,10,30899771
39602552,Teal,2,77091035
46397873,LightGoldenRodYellow,17,10057176
50878493,Plum,2,50545543
15232216,DarkSlateGray,12,37096629
46787878,PapayaWhip,5,33181570
17277131,DarkViolet,11,35080119
69937704,DeepPink,8,68418665
67581720,Lime,1,71716460
11776530,PaleGreen,14,72768877
48873111,FloralWhite,10,81339087
84608571,Teal,2,86764709
43050327,Teal,15,23968352
93974604,Tan,7,76796971
18890073,Cyan,1,25861518
14688020,Aqua,1,43645374
53868387,GhostWhite,17,68026437
15921287,BlueViolet,1,68653914
16454233,FloralWhite,17,95473834
39587824,OliveDrab,11,92980764
93854792,OrangeRed,8,78295877
20147499,MintCream,10,22047051
28902587,MistyRose,17,32899991
66849985,ForestGreen,13,71373389
97396670,SeaShell,9,10448262
62693438,MintCream,10,51098653
96533735,SeaGreen,2,52279108
60875511,MediumTurquoise,3,71900190
90921874,Teal,15,45312238
30972177,Plum,2,23716243
14217703,SlateBlue,10,65432104
73435119,SandyBrown,12,58139637
78756616,DarkOrchid,19,84880105
40174465,DarkMagenta,12,60813263
19112135,Violet,12,40468439
56672387,Blue,14,77955219
68533879,Green,15,43301940
62675734,ForestGreen,4,56230328
28056547,DarkCyan,6,49429492
40625027,SandyBrown,1,99041913
35840960,Teal,2,61787446
96386814,DeepSkyBlue,10,94932736
73628853,DarkSeaGreen,2,24643126
51460776,NavajoWhite,8,92091726
72884922,OrangeRed,15,68661993
55505338,DarkBlue,18,63160608
47926887,MediumBlue,17,39908838
17516256,DarkViolet,8,84162371
14578756,Magenta,8,73615723
95603541,Beige,18,10083303
14976063,Azure,13,63467345
25576946,Thistle,11,46212163
11840341,Linen,18,88813358
18597822,Aqua,1,77744581
49382119,GoldenRod,2,78404179
39962846,WhiteSmoke,7,52248952
28292676,Yellow,2,29446850
79314977,ForestGreen,19,94334313
49427616,LightSalmon,4,40784395
11417943,MistyRose,17,12665908
22385535,Fuchsia,5,53798748
39393138,Moccasin,6,57843280
50083823,Snow,16,37780570
59565006,HotPink,9,31129265
60325988,DarkOliveGreen,10,64684295
41359304,Red,1,29446850
22988024,Khaki,6,29899198
28922627,Khaki,11,75855201
37537503,OliveDrab,11,35867360
53910357,MediumBlue,4,83687024
91251293,LavenderBlush,14,97318459
17266379,Gold,17,12503199
32848759,HotPink,9,14259618
64873106,LightPink,8,87274212
70694251,LightSlateGray,3,28029405
91880902,DarkSlateBlue,3,26443789
83429520,Magenta,4,51377711
64101502,WhiteSmoke,16,18058793
65187076,DarkSlateBlue,3,48790708
73162836,Wheat,12,52833664
13065085,ForestGreen,13,24576463
89368440,Chartreuse,12,64055701
56570648,Salmon,7,58109523
56199912,Wheat,12,37180218
23014197,Orchid,9,30713681
77265348,DarkGray,15,81523266
16168331,RoyalBlue,7,96728852
90745305,DarkGreen,15,62450606
33124842,DarkOrchid,13,75410708
31179084,MintCream,3,80209395
73454609,Tan,15,74714417
65268737,AliceBlue,17,85620223
94756432,DarkCyan,7,70334773
42002635,Pink,3,72716005
54685532,Thistle,8,66284140
25234479,LemonChiffon,19,99456116
31265826,DarkViolet,3,20050408
45857901,FloralWhite,10,33426262
29015356,LightBlue,1,44224634
42943497,OrangeRed,15,49259635
22756608,DarkGreen,2,10323851
45323322,DarkSlateBlue,14,49637676
68860151,LightYellow,8,79482357
47330923,Fuchsia,10,41066640
89646243,Teal,15,28931009
67101806,LightSlateGray,3,57330402
54577893,ForestGreen,13,37006907
15019570,SeaGreen,2,92193543
45771801,DarkViolet,3,63541776
20921215,Tomato,19,79538830
83410083,Tomato,16,66534727
20122807,IndianRed,19,24271406
70896095,Bisque,18,11163082
66523135,LightPink,11,87132674
57573952,LightSalmon,16,12952128
38656754,LightPink,8,39212807
46504918,MediumSpringGreen,5,10631218
10956520,Linen,18,55749780
77460075,Teal,15,30461733
92104497,RosyBrown,12,26239470
35706337,HoneyDew,2,44773448
43248723,Azure,13,64266907
81014655,Cyan,2,51653880
33925650,AliceBlue,9,77389293
55726262,Gainsboro,16,73278223
55131628,LightYellow,8,99121736
43285066,BurlyWood,3,95546185
88630437,FireBrick,14,27387516
22707933,LightBlue,1,26180565
92674626,Magenta,19,56652457
35092223,LightPink,11,79320361
77771762,DarkCyan,6,27446242
20340257,Tomato,19,83145355
21519525,SlateBlue,18,26909610
63439935,RosyBrown,15,82365616
64564298,BlueViolet,1,76359061
18482256,OrangeRed,1,80016281
49328275,YellowGreen,3,17321458
14633263,OliveDrab,11,94837951
26309355,MistyRose,3,38615843
25741565,DarkCyan,7,69127731
47431047,BurlyWood,1,51373686
88373323,Magenta,19,99168505
54004193,MistyRose,17,25143405
57017596,DarkTurquoise,14,39604526
63918856,PapayaWhip,10,95662154
66617949,Magenta,8,71606176
37434126,DarkTurquoise,14,80618565
72961877,MediumSlateBlue,0,42072419
88379753,Magenta,19,41654190
15487683,MintCream,3,44335261
19235110,Coral,13,18929274
29994279,SaddleBrown,0,31204636
58367904,LightSalmon,19,77091035
97036415,Bisque,10,58754953
82319515,OrangeRed,15,50737094
22231493,Teal,2,93472476
79383840,Thistle,8,97598211
62655430,Tan,15,98525890
44121480,LightGoldenRodYellow,17,58741113
38939571,YellowGreen,9,29187771
94144463,OldLace,7,88787891
58072251,Thistle,14,85164299
35273597,SeaGreen,2,21161864
73050774,CornflowerBlue,0,17537164
85002387,DarkSlateBlue,6,48143874
79694906,LightSteelBlue,6,19078002
86639336,Fuchsia,9,15799411
37880090,MediumBlue,16,47456334
70937044,Crimson,4,40259945
61712524,LightGray,9,14502091
27327059,PapayaWhip,4,64259970
37885343,Peru,8,60165556
24936606,RoyalBlue,14,97218929
82816962,LightBlue,1,62606901
84684634,Gainsboro,16,39569846
74208134,DimGray,7,36596475
30339439,MidnightBlue,11,37452997
54756989,IndianRed,19,44269124
31106859,YellowGreen,3,41878649
76680976,MistyRose,17,98148580
63241821,DarkGoldenRod,14,62549229
44906226,RosyBrown,16,38649307
45295406,Silver,0,43140239
21065781,LightPink,2,43606706
98305750,Aqua,16,95320833
68777858,LemonChiffon,11,93240935
59746126,PowderBlue,3,56992425
77977058,Teal,15,53684425
38428492,Chocolate,4,60107277
76026970,Gray,16,44377867
37910670,SlateBlue,12,42674210
97079950,LavenderBlush,14,57120350
99157778,DarkCyan,11,72460918
88496487,Indigo,16,54564157
75718512,Maroon,3,42685019
83550365,Linen,18,10160112
92942542,OldLace,7,56073111
23476226,Cyan,2,63855422
67321555,PaleTurquoise,4,85965868
43535089,DarkSeaGreen,2,11780813
12636313,BurlyWood,5,59161882
85191592,LightSalmon,16,62580512
44663723,DarkSlateBlue,13,32492231
97779084,Coral,10,58919522
62255881,MediumSeaGreen,1,18032400
54343020,LightSlateGray,3,45118989
88953475,LimeGreen,11,25663371
57864875,Wheat,18,34927071
78579038,Wheat,10,86690979
71327220,Chocolate,19,89276703
21915483,DarkSeaGreen,13,87555117
58704983,Orchid,9,21462312
22794478,Thistle,14,64959916
66184125,PaleVioletRed,3,30243497
27811868,DarkViolet,2,41066640
38768880,DarkKhaki,1,61362564
48577883,Lavender,8,87796963
47860916,NavajoWhite,8,24216282
44837013,Navy,9,49191026
85140508,LightSalmon,4,36380660
75225598,SteelBlue,16,24766492
65788893,Tomato,18,84137556
81021239,FireBrick,14,54735377
37588495,DarkTurquoise,15,79273200
49145063,LightCyan,17,74632444
73962358,DeepSkyBlue,10,44657381
91477644,NavajoWhite,8,95097683
63532404,Silver,0,14259805
75206742,Snow,12,43301940
66420692,MediumBlue,17,99681968
64597014,LemonChiffon,19,35031311
60788254,DarkSlateBlue,13,10892563
54007870,DarkTurquoise,15,90123815
11939774,FireBrick,15,17965949
34905000,Gold,17,15167043
88864530,Gray,16,93907640
15309682,AliceBlue,17,93954772
53521856,AliceBlue,3,32842845
28927174,Olive,17,35722178
18367079,GreenYellow,16,69512650
65933371,RoyalBlue,14,92602201
46068452,Coral,7,38189889
38525151,LightSteelBlue,6,70102103
92735737,MediumBlue,4,45821026
88935658,LightSteelBlue,10,75122439
95056596,Tomato,18,45531990
96404588,Olive,18,88377304
16676872,Wheat,12,65208026
66740146,Navy,7,57017826
95647148,DarkGray,15,82781548
24414810,DarkSlateGray,7,61220715
95188904,Navy,7,78371870
48291932,DarkGreen,15,64737848
77093084,GoldenRod,2,27526998
64378864,DarkKhaki,16,36131064
82409575,LemonChiffon,19,15877045
10435105,MediumSpringGreen,5,84222072
43619882,Gainsboro,19,25911185
21642607,BlueViolet,19,49125572
98555629,LightSteelBlue,10,33697738
26794144,SteelBlue,18,75589159
78030227,DarkCyan,11,72899960
49249209,DarkGray,6,82952842
39089203,RoyalBlue,19,77700459
40308561,GhostWhite,11,18652266
84057891,Wheat,13,98397460
84139650,DarkTurquoise,15,72998294
47533704,SandyBrown,5,30781575
87637794,DarkGray,15,21438526
85786416,MediumBlue,8,26049573
16795652,Peru,13,38779100
38052277,Chartreuse,4,75396970
74057300,OliveDrab,11,14008657
39886388,SandyBrown,1,90150929
14532443,LightSlateGray,7,79102157
58599222,DarkSlateBlue,13,61874665
28563462,LightSalmon,3,81633599
31544977,PapayaWhip,4,58411670
35322088,SeaGreen,11,47845480
69033965,LightYellow,8,47871881
88741398,RosyBrown,15,56903118
68870463,DimGray,7,21152047
65544165,LightSalmon,8,50403235
22022955,PaleTurquoise,16,78220204
89558938,BlueViolet,3,79577139
48364511,LightYellow,1,16378882
23839080,PapayaWhip,4,83243277
24252705,Purple,7,23333674
63526468,OrangeRed,8,43066865
67480546,CornflowerBlue,0,65208026
33766440,YellowGreen,9,26124470
30847101,Thistle,14,53085173
69258246,LightSeaGreen,14,97659316
12009614,MediumVioletRed,18,47875136
45721890,GhostWhite,17,43168250
48628496,DarkGreen,15,33891524
47578433,Chartreuse,12,83687024
94251892,GoldenRod,2,28287275
88602296,Snow,9,32958112
56548150,Gainsboro,1,67615929
87018308,LightBlue,15,82292223
67992814,Purple,18,90087676
30208183,DarkTurquoise,15,25429099
53778132,BurlyWood,3,76313987
56062138,IndianRed,19,31661397
26566276,SaddleBrown,10,95756919
10389213,DarkViolet,3,30767620
70384172,Thistle,14,18947351
12360467,Gainsboro,16,93944515
12040250,Blue,6,37993273
61973509,DarkSlateBlue,13,68419227
45144084,OrangeRed,8,79538830
54099704,LightSlateGray,7,53514408
25778174,Indigo,16,18368271
37251497,DarkSlateBlue,6,22584738
48403030,DarkSeaGreen,13,46869439
36077282,Chocolate,19,75426535
74100293,Gold,0,48408723
85672408,DarkSlateBlue,13,11102531
51619929,DarkSeaGreen,13,98161199
38381970,DarkViolet,2,95618703
43361071,LightBlue,5,30596641
82268360,LavenderBlush,16,65471581
92390758,FireBrick,1,85164299
49620133,YellowGreen,5,91274147
82048672,Linen,18,57770373
42755194,Thistle,14,43427268
68676787,AliceBlue,9,19531965
43151512,Chocolate,19,62361192
32784879,LightYellow,8,94619673
76153073,LemonChiffon,17,24809472
53967230,BlueViolet,3,77559895
80313106,PaleGoldenRod,0,22889548
23133703,DarkMagenta,12,20096283
52398677,Purple,7,38384170
83753816,Fuchsia,11,32536310
21730321,Khaki,6,50504556
59357544,DarkSalmon,19,52117959
96183326,LemonChiffon,11,20078524
21892945,LightBlue,15,82839477
56522732,DarkGoldenRod,14,80102032
62524480,SandyBrown,1,15087154
75315572,Teal,0,87707885
95375946,LightYellow,1,77318509
73935138,Yellow,2,68300283
38148061,LightSalmon,16,57355472
72943874,Purple,7,60172343
15646453,MidnightBlue,11,74668327
79439420,ForestGreen,11,45500074
77630269,Fuchsia,9,52043753
21263176,DarkSlateBlue,3,62102857
54824937,Black,9,59030130
84167562,WhiteSmoke,7,37023392
99012700,LightPink,2,62797506
11077821,DarkViolet,2,39341497
56252577,MintCream,1,59634927
82427611,MediumSlateBlue,0,33229125
43355014,SteelBlue,16,18793486
12614843,RosyBrown,16,29390801
27493025,RoyalBlue,7,13134169
38244114,RoyalBlue,14,56273253
54494336,MediumSeaGreen,6,87660539
56305906,Thistle,14,68037068
48455738,SeaShell,8,51865818
48534243,MistyRose,17,70834484
13308708,PaleGreen,2,62102857
57235173,Cyan,1,65311790
95399648,DarkSlateGray,7,34735825
83131756,Teal,11,46621887
72702601,ForestGreen,13,86360672
72658156,GreenYellow,16,24576463
32066378,HotPink,9,83970493
42563104,LightGray,9,82030849
29634426,AliceBlue,3,42039428
39108861,RosyBrown,5,64264236
29511399,Fuchsia,12,48741810
67857946,CornflowerBlue,15,77267999
25009521,ForestGreen,11,91168016
57265779,LemonChiffon,17,40245543
81399012,OrangeRed,15,78519067
53041443,Fuchsia,11,65719852
18724879,Fuchsia,5,38615843
62092789,MediumSlateBlue,0,71043981
30556818,DarkCyan,11,18947351
50244948,WhiteSmoke,7,86765204
23731972,MediumTurquoise,3,72768877
19383958,MediumVioletRed,12,24586023
35710387,Gainsboro,1,61912397
12458355,LightPink,17,42540690
98725124,SlateGray,18,59621472
84494447,LemonChiffon,11,73668942
50504777,DarkSlateBlue,14,78395803
27173195,MediumAquaMarine,3,46054231
82749586,Tan,7,29899198
38344670,Chartreuse,12,62606901
12207301,Salmon,13,14914844
64375815,LightGray,9,15758929
43070913,IndianRed,18,48055624
31141248,LightSteelBlue,6,66189992
24302103,Tomato,18,12020006
27475395,Cyan,1,88371689
72934246,AntiqueWhite,14,33680823
27863379,DarkBlue,18,30596641
51127870,Beige,18,74059705
65480363,LemonChiffon,19,27212704
27552293,LightGray,9,91833503
90347336,GoldenRod,18,90718685
39205219,Linen,18,26623662
85456767,Crimson,4,41272196
39561207,LightSteelBlue,5,71515510
97382850,PaleTurquoise,16,94630224
52295631,Red,1,93240935
41647603,ForestGreen,4,14554681
72208861,Gainsboro,17,27970659
94976481,HotPink,6,68516066
31094301,RoyalBlue,7,55486633
30125110,Linen,18,14304703
60458547,OrangeRed,5,21305188
42815742,Tan,7,74460076
67998702,Navy,9,88840491
59921156,DarkKhaki,16,64762134
90593781,LightSlateGray,7,52764552
88168590,Maroon,3,26481655
49235484,Beige,18,43883603
44242488,DarkOrchid,19,20202986
59199247,PaleGoldenRod,0,43531921
71235263,DarkViolet,3,86852006
19808466,PaleTurquoise,19,94550512
61802274,ForestGreen,13,67989187
77407036,MediumSpringGreen,3,87424027
71106693,SeaGreen,11,21022832
51848991,RosyBrown,4,37006907
74959648,RoyalBlue,14,72104561
44483363,LightSlateGray,7,80016281
78381688,BlanchedAlmond,1,24288546
91201502,DarkSeaGreen,13,56153118
89698147,SkyBlue,11,69259150
54406739,LightSkyBlue,12,20858309
41873377,MediumBlue,4,48055624
54494199,Chocolate,4,36131064
91931473,LightPink,17,82348375
47400793,Lavender,8,50789865
35021731,RosyBrown,12,55680299
91346807,MediumSpringGreen,5,47637140
47092387,SlateBlue,19,79451908
92975249,ForestGreen,10,36068812
37293860,Khaki,11,47837111
25385243,WhiteSmoke,16,59049863
47063399,LightBlue,6,59049863
59794816,DarkCyan,11,52833664
31963053,Wheat,18,50985794
32134268,Gray,10,67726226
42768990,DarkOrchid,13,46682317
81682970,DarkCyan,7,35127487
26914927,MidnightBlue,6,32427053
62888373,SandyBrown,12,85358511
35119524,Orchid,7,43769342
78077572,FireBrick,1,54268879
78814048,MistyRose,17,73838034
43173988,LightGoldenRodYellow,17,17735639
89253156,LightGreen,15,18750382
65673812,Peru,13,26089364
53790021,Magenta,19,35031133
86114087,Navy,9,18158684
45176452,LightPink,17,19007493
66272943,Azure,12,96679942
27040779,Khaki,6,42540690
78692446,MediumVioletRed,12,79451908
77899787,LavenderBlush,14,42370257
91248659,Gold,0,88918324
40783548,MediumBlue,17,70366814
58044590,GreenYellow,16,21152047
41878388,Blue,4,90974831
77960483,Gainsboro,16,69790580
27090196,DarkSalmon,19,23147112
26448049,RoyalBlue,7,60107277
42135365,Lime,1,93944515
23422660,Coral,18,17265230
36909851,Snow,9,46671499
62930197,Salmon,13,92045870
13879301,FireBrick,15,18206270
82471510,DarkGoldenRod,14,32169107
27007504,SlateGray,10,64024193
78995997,DarkOliveGreen,10,54915810
73400733,Teal,2,33229125
41213496,DarkViolet,8,94529025
80390086,MediumVioletRed,12,84546556
79471997,LightSalmon,19,69876695
80485536,Chartreuse,14,97402286
81486721,SandyBrown,12,65369947
30593648,Salmon,13,33279835
96982859,FloralWhite,10,86820476
53131443,DarkKhaki,16,91203191
72078149,Cyan,12,43461065
70962314,DimGray,7,97338607
81476809,LightSalmon,3,91583310
57373322,DarkGreen,15,31382318
21443877,Tomato,19,67989187
75204513,Bisque,10,49689663
94094221,SeaGreen,2,75537376
48818223,Red,12,82939980
51470053,DeepSkyBlue,10,56298170
29410437,LightGoldenRodYellow,17,18930345
97820468,PapayaWhip,5,21955021
67740320,MediumBlue,8,14627536
53967062,Teal,11,72716005
99588118,Blue,6,36035422
15984076,Cyan,7,97656088
10629576,MidnightBlue,6,38736340
94161030,DarkCyan,11,56454277
26214809,Plum,2,55725872
95831354,Blue,6,26889139
98769653,Gold,17,85988462
87302574,OldLace,4,86952378
30222449,Blue,11,98894111
13873291,Khaki,11,40099310
79073680,MidnightBlue,11,64205527
66680421,MintCream,10,32546276
49900027,GreenYellow,16,29278139
59830442,MediumBlue,17,15994042
66647083,Red,1,79376261
64427789,Fuchsia,5,79447577
56153075,LimeGreen,8,69739999
25323168,ForestGreen,4,57820161
17422194,GoldenRod,2,83330641
96144127,SeaShell,8,10160112
61558908,Tan,7,95232888
59322721,LightSeaGreen,14,88813358
92915496,GhostWhite,11,99168505
37756303,Wheat,12,70202705
31570682,SkyBlue,11,72039404
28542034,FireBrick,15,10320509
77919343,OliveDrab,11,43499540
18940811,Coral,18,84808056
69569608,Gold,4,85834095
42031760,RosyBrown,15,94134726
27792691,GhostWhite,11,17781062
67832251,Thistle,8,72343742
38934628,Cyan,7,54345588
84523591,DarkSlateBlue,3,32741201
12690257,DarkSeaGreen,13,62353006
38613587,DarkTurquoise,15,81134328
10751435,SandyBrown,1,96041306
79949600,DeepSkyBlue,19,37496651
75681856,BurlyWood,3,55749780
23651680,ForestGreen,19,57843280
54370761,Ivory,14,14691021
56120610,DeepPink,8,40615505
57261857,LightPink,8,57037516
22307606,LightSalmon,8,54925639
34649988,Chartreuse,4,90705518
32091621,MediumBlue,4,96971384
94684390,Cyan,12,85979807
86213014,DarkGray,6,92101032
76970485,FloralWhite,10,10776447
32241509,RosyBrown,12,97293860
83173682,Orange,5,26959385
72234527,SlateBlue,10,40346752
34693139,Cyan,7,95544684
75334810,MediumSlateBlue,0,22103666
32105540,LightSlateGray,3,23514034
86865976,LightSalmon,4,28440591
94298100,Snow,16,88377304
11674824,DarkViolet,11,32492231
93376266,Magenta,2,69228766
76029862,DarkBlue,18,33496230
60702840,DarkSlateBlue,3,17321458
56568903,DarkSlateBlue,14,83976037
80248481,SeaGreen,2,77025844
59247437,PapayaWhip,5,84836764
37534726,LimeGreen,8,63649356
66684923,DarkOrchid,13,75426535
23597614,GreenYellow,2,89624444
84967528,LightSteelBlue,5,61362564
67604949,PapayaWhip,5,87039939
67313394,MintCream,18,12483004
10753587,Azure,13,95814148
20239999,CornflowerBlue,15,79023465
49545545,DarkSlateGray,12,23312703
58744110,Maroon,3,30596641
97122820,MediumSeaGreen,1,63325847
92100425,SandyBrown,5,67153273
33923869,PaleTurquoise,4,40823743
77368155,Indigo,16,13701741
79437381,LightBlue,15,57355472
64289084,AliceBlue,17,46801296
73397590,Orchid,7,17935928
51183996,GhostWhite,11,68723675
36208061,Gainsboro,16,37612375
76216972,AliceBlue,17,53272891
59216513,Azure,12,30266129
70180279,MediumBlue,17,79371854
78342964,Aqua,16,61390655
94738607,Gainsboro,16,82952842
42325640,LightSalmon,16,17265230
54838967,LightSalmon,16,45421523
23359316,BlueViolet,19,67155234
63728157,Pink,3,54564157
20280209,Salmon,7,78756285
35949885,LavenderBlush,3,48808030
25237977,Coral,18,37993273
47033065,MistyRose,3,44377867
21599726,MistyRose,3,55751105
51081548,MediumSlateBlue,0,73889749
75288956,SlateBlue,12,20782023
89365451,DeepSkyBlue,10,29746897
23847131,LightPink,2,76181709
34955081,Olive,18,32096477
58776818,LimeGreen,11,82839477
67604170,Blue,4,75622105
89563597,PaleTurquoise,4,25420134
65693757,Beige,18,74901044
71607050,Fuchsia,10,90055417
26755455,YellowGreen,5,42433109
39861984,DeepSkyBlue,19,36177896
23572032,LightSalmon,8,96922814
12195018,Tomato,19,54070630
21502566,Chartreuse,14,76218571
19655862,WhiteSmoke,16,84736259
87454417,GoldenRod,2,48881757
61883343,LightSeaGreen,14,69535071
89845259,DimGray,8,62859130
44205699,Aqua,16,63287650
34636291,Wheat,10,89812009
56147095,Fuchsia,5,98484451
50291669,HoneyDew,2,67736824
94989638,Indigo,16,46614972
89981265,Gold,0,58717243
76153165,Khaki,6,30916769
43539389,SlateGray,18,41400023
23418112,FireBrick,1,24627499
18632515,SlateGray,10,17035977
25244897,Snow,16,73721954
61878299,DeepPink,8,73530925
12278675,Wheat,18,85855562
19125003,DarkViolet,11,32427053
84618106,Cyan,1,11640674
68602579,Lime,1,94517758
18785006,MediumAquaMarine,2,68348192
27701217,LavenderBlush,3,61542533
65871544,MediumSpringGreen,3,37041468
47452843,SandyBrown,5,23383096
70751508,DarkCyan,6,66284140
58978596,Cyan,1,86887349
54802454,DarkViolet,2,33261129
32351143,LightCoral,3,62864263
94394197,RosyBrown,5,18158684
65278694,LightSalmon,19,19869921
68188114,MediumSeaGreen,6,10378255
76176551,DeepSkyBlue,19,63361777
44440587,DarkKhaki,1,89919518
93030793,Wheat,12,36901402
51989121,Fuchsia,5,72636876
83051961,DarkKhaki,1,66713558
44206065,SandyBrown,5,43168250
17098031,Maroon,3,13425156
87295846,Thistle,8,14182005
35058164,RosyBrown,5,83577076
39727735,MediumBlue,17,73026230
62945013,FireBrick,9,45570553
47859209,Magenta,2,87627825
91273975,Tan,15,72589359
81807365,DarkGray,6,49633850
71288744,RosyBrown,12,32711832
72188192,FireBrick,14,88703721
13422538,Blue,4,59354784
89175737,LightGoldenRodYellow,17,15750177
37321603,OldLace,4,20556672
85674887,FireBrick,9,98729117
59472637,Chartreuse,14,36670717
41528677,MediumSpringGreen,3,48399723
54132664,Orchid,9,79014587
88071583,SeaGreen,11,15994042
17459577,MintCream,3,13407054
83700094,GreenYellow,16,36131064
43758503,DarkMagenta,12,61631635
72896465,RoyalBlue,7,48830250
42741942,Wheat,10,99050541
20404070,GreenYellow,16,30147900
86260860,Blue,4,30333981
70407773,LightGoldenRodYellow,17,87246696
60461210,DarkGoldenRod,14,10001191
95066658,LightSalmon,16,78690806
57124952,LightYellow,8,42623484
21180336,Moccasin,6,50724859
66191177,Wheat,10,69818114
67067278,ForestGreen,11,62353006
53709245,DarkGray,15,14304703
40905479,Salmon,7,10958432
58170387,GhostWhite,17,46051940
34007544,Blue,6,48632146
52993885,IndianRed,18,60057148
71312338,LightSalmon,4,65211132
15695390,CadetBlue,7,74901044
39536035,Navy,9,90123179
34916808,Black,9,34350498
23203017,MintCream,3,32958112
59366245,Khaki,11,30147900
72462469,Tan,15,91517473
97872634,Navy,9,11109990
30569470,DarkKhaki,16,52728264
47808082,MidnightBlue,11,29499362
41414580,DarkGreen,2,37912820
86007611,LightBlue,5,95814148
83059385,LavenderBlush,16,56353385
97451249,Beige,18,90592926
63564251,OrangeRed,5,95833311
11638178,Turquoise,0,87664874
91745718,Plum,2,99452712
59064214,MidnightBlue,11,59659022
25243341,MediumTurquoise,3,20038856
83162566,DimGray,8,97293860
48648203,Magenta,8,98770239
28543766,MidnightBlue,11,63276339
26471737,MintCream,10,41333822
